"Meaning";"Reading";Context Sentence JP;Context Sentence EN;"JLPT (by voc lvl)";"Item";"Joyo Grade"
"Spouse, Partner";"はいぐうしゃ";"新しい配偶者を探そうかとずっと考えているんです。";"I’ve been thinking about looking for a new spouse.";"N1";"配偶者";"配: 3, 偶: 9, 者: 3"
"Yodogawa";"よどがわ";"汚い水にも怯まず、彼女は淀川で泳いだ。";"The dirty water didn’t stop her swimming in the Yodogawa.";"None";"淀川";"淀: None, 川: 1"
"Ancient Tomb, Kofun";"こふん";"近年その古墳を訪れる人が増えています。";"The number of people visiting the ancient tomb has been increasing in recent years.";"None";"古墳";"古: 2, 墳: 9"
"Ancient Tomb, Kofun";"こふん";"このカフェでは、古墳の形をしたケーキが食べれます。";"In this cafe, you can eat cakes in the shape of ancient tombs.";"None";"古墳";"古: 2, 墳: 9"
"Ancient Tomb, Kofun";"こふん";"古川君は、古墳マニアなんですよ。";"Furukawa-kun is ancient tomb enthusiast.";"None";"古墳";"古: 2, 墳: 9"
"Ancient Tomb, Kofun";"こふん";"古墳時代は、三世紀末頃から七世紀頃までの時代を言います。";"The Kofun period refers to the period from around the end of the 3rd century to the 7th century.";"None";"古墳";"古: 2, 墳: 9"
"Grave, Tomb";"ふんぼ";"ツタンカーメンの墳墓は絶対に訪れた方がいいよ。";"You should definitely visit the tomb of Tutankhamen.";"None";"墳墓";"墳: 9, 墓: 5"
"Magnificent, Grand, Epic";"そうだい";"なんて壮大な曲なんだ。凄く感動しています。";"This is such a magnificent song. I’m so impressed.";"N1";"壮大";"壮: 9, 大: 1"
"Prime Of Life";"そうねん";"彼のお兄さんは壮年期に心臓発作を起こして亡くなりました。";"His older brother had a heart attack and passed away in the prime of life.";"None";"壮年";"壮: 9, 年: 1"
"Rousing";"そうこう";"彼のために金曜日壮行会を予定してるんですが、ご都合は如何ですか？";"We are planning a farewell party for him on Friday. Are you available?";"None";"壮行";"壮: 9, 行: 2"
"Counter For Bundles, Counter for Bunches";"わ";"わっ！ほうれん草一把で九十八円だって。";"Wow! A bunch of spinach is only ninety-eight yen!";"None";"〜把";"把: 9"
"Grasp, Catch";"はあく";"正直、まだ事態の把握すら出来ていない状況です。";"Honestly, I haven’t even been able to grasp the overall situation yet.";"N1";"把握";"把: 9, 握: 9"
"Transport, Carriage";"うんぱん";"このレストランには、食事やその他の細々したものを運搬するためのミニエレベータがあります。";"There is a mini elevator used to transport food and other small things in this restaurant.";"N1";"運搬";"運: 3, 搬: 9"
"Transportation";"はんそう";"搬送作業時に左肩を脱臼してしまいました。";"I dislocated my left shoulder when I was doing conveyance work.";"None";"搬送";"搬: 9, 送: 3"
"Carry Out";"はんしゅつ";"日曜の夜七時までに全ての作品を搬出する必要があります。";"By 7pm on Sunday, we need to take out all of our work pieces.";"None";"搬出";"搬: 9, 出: 1"
"Liquid Crystal";"えきしょう";"俺の投げたライターがテレビに当たって、液晶画面にヒビが入りました。";"The lighter I threw hit the TV and cracked the LCD screen.";"None";"液晶";"液: 5, 晶: 9"
"Crystal";"すいしょう";"この水晶は大中小の三つの大きさがあります。";"This crystal comes in three sizes; small, medium, and large.";"None";"水晶";"水: 1, 晶: 9"
"Cave, Den";"ほら";"その薄気味悪い洞は、村の北外れにひっそりと佇んでいました。";"The eerie cave stood silently in the outskirts north of the village.";"None";"洞";"洞: 9"
"Hollow, Cavity, Cave";"くうどう";"白熊が木の空洞の中でうたた寝をしていると、近くに木こりがやって来ました。";"A polar bear was snoozing in the hollow of a tree and a lumberjack soon came along.";"None";"空洞";"空: 1, 洞: 9"
"Cave, Den";"どうけつ, ほらあな";"その洞穴で躓いて、足首を捻挫しました。";"I stumbled into the cave and sprained my ankle.";"None";"洞穴";"洞: 9, 穴: 6"
"One's Lifetime, One's Career";"しょうがい";"生涯ずっと独身なんて嫌だよう。";"I don’t want to stay single my whole life.";"None";"生涯";"生: 1, 涯: 9"
"Quarantine";"けんえき";"オーストラリアの検疫法はすっごく厳しいから、食べ物は何も持って行かない方が身のためだよ。";"Australia’s quarantine laws are very strict, so you shouldn’t take any food there.";"None";"検疫";"検: 5, 疫: 9"
"Immunity, Immunization";"めんえき";"いつも微熱とひどい頭痛があるのでお医者さんに行ったら、免疫機能が弱ってきていると言われました。";"I went to the doctor because I always have a slight fever and terrible headache, and I was told that my immune system is weakening.";"None";"免疫";"免: 9, 疫: 9"
"Infectious Disease, Plague, Epidemic";"えきびょう";"その村の人々は、全員疫病で亡くなりました。";"Everyone in that village died from the plague.";"None";"疫病";"疫: 9, 病: 3"
"Grudge, Resentment, Malice";"うらみ";"アポを取ろうとしたんだけど、彼はどうやらうちの社長に何か恨みがあるみたいで、時間をくれなかったんだよね。";"I asked for an appointment, but he wouldn’t give me the time of day because he apparently has a some kind of grudge against the president of our company.";"N2";"恨み";"恨: 9"
"To Pity, To Have Mercy On";"あわれむ";"彼女のお婆さんが、「あの子の人見知りは哀れむべきものだ」とぼやくのを聞きました。";"I heard her grandmother grumble, ""That girl’s shyness should be pitied.""";"None";"哀れむ";"哀: 9"
"Rest";"いこい";"私はうちの食堂を忙しいサラリーマンの憩いの場にしたいんです。";"I want to make my restaurant a place of rest and relaxation for busy salarymen.";"None";"憩い";"憩: 9"
"To Threaten";"おどす";"その教師は何名かの男子生徒を刃物で脅したとして解雇されました。";"That teacher was fired because he threatened some male students with a knife.";"N1";"脅す";"脅: 9"
"Hunger, Starvation";"うえ";"飢えに苦しむ子どもたちの写真を見る度に胸が痛みます。";"My heart aches whenever I see the pictures of those starving children.";"None";"飢え";"飢: 9"
"To Exhaust Something, To Run Out, To Do To Exhaustion, To Devote Oneself";"つくす";"「これ、明日までにできるかな？」「わかりました。最善を尽くします。」";"""Can you do this by tomorrow?"" ""I see, I’ll give it my best.""";"N1";"尽くす";"尽: 9"
"To Exhaust Something, To Run Out, To Do To Exhaustion, To Devote Oneself";"つくす";"食料の備蓄を食べ尽くしてしまった。";"We ate up all the emergency food stocks.";"N1";"尽くす";"尽: 9"
"To Exhaust Something, To Run Out, To Do To Exhaustion, To Devote Oneself";"つくす";"ビエトはヤクザ界のことを知り尽くしている。";"Viet knows everything about the yakuza world.";"N1";"尽くす";"尽: 9"
"Coloring, Color Scheme, Makeup";"いろどり";"父の弁当は、彩りについて全く考慮がされておらず、全部茶色だったので嫌でしたね。";"I didn’t like my dad’s bento because he never really took coloring into account and all of it was brown.";"None";"彩り";"彩: 9"
"To Regret, To Mourn, To Lament";"くやむ";"ガンガン響く頭と共に目を覚ます度に、前日の夜飲み過ぎたことを悔やみます。";"Whenever I wake up with a pounding headache, I lament drinking too much the night before.";"N2";"悔やむ";"悔: 9"
"Fistfight, Fist Fight";"なぐりあい";"俺の連れは今クラブで殴り合いの喧嘩の真っ最中さ。";"My man is in the middle of the fist fight in the club.";"None";"殴り合い";"殴: 9, 合: 2"
"Raid";"なぐりこみ";"殴り込みの前に早めの昼食を取りました。";"We had an early lunch before the raid.";"None";"殴り込み";"殴: 9, 込: 9"
"Swindler, Con Artist, Scammer";"さぎし";"派手にお金を使っているなぁと思っていたら、詐欺師だったんですね！";"I thought you are a big spender, and you turned out to be a con artist.";"None";"詐欺師";"詐: 9, 欺: 9, 師: 5"
"Swindler, Con Artist, Scammer";"さぎし";"不動産詐欺師というものが結構いるらしい。";"I heard that there are quite a few real estate scammers out there.";"None";"詐欺師";"詐: 9, 欺: 9, 師: 5"
"Swindler, Con Artist, Scammer";"さぎし";"「ねぇ、今俺のこと、嘘つきって言った？」「そうは言ってないけど、詐欺師とは言ったよ。」";"""Hey, did you just call me a liar?"" ""No, but I called you a swindler.""";"None";"詐欺師";"詐: 9, 欺: 9, 師: 5"
"To Accomplish, To Achieve, To Carry Out";"とげる";"諦めないで！やり遂げるんだ！お前なら出来るよ！";"Don’t give up! Accomplish it! You can do it!";"N1";"遂げる";"遂: 9"
"Hemp Cloth, Linen";"あさぬの";"麻布の服が好きなんだけど、結構お値段が高いんだよね。";"I like clothes made of hemp cloth, but they’re rather expensive.";"None";"麻布";"麻: 9, 布: 5"
"Red Light District, Pleasure Quarters, World Of The Geisha";"かりゅうかい";"花柳界を経験してみるのが夢だったんだ。";"I’ve always dreamed of experiencing the red-light district.";"None";"花柳界";"花: 1, 柳: 9, 界: 3"
"Rest Area, Rest Stop";"きゅうけいじょ";"逮捕された男は、休憩所に不法侵入した疑いがかけられていた。";"The man they arrested is suspected of breaking into the rest area.";"None";"休憩所";"休: 1, 憩: 9, 所: 3"
"Stickiness, Sticky";"ねばねば";"綿棒で犬の耳垢を取ったら何だか粘々していたんですが、それは普通ですか。";"I removed my dog’s ear wax with a cotton swab and it was kind of sticky. Is it normal?";"None";"粘々";"粘: 9"
"Thank You, That's Enough For Today, Good Work";"おつかれさま";"私の妻は私の背広をハンガーに掛る時に、「今日も一日お仕事お疲れ様でした」といつも言ってくれるんです。";"When my wife puts my jacket on the hanger she always says, ""Thank you for working hard again today.""";"None";"お疲れ様";"疲: 9, 様: 3"
"Gloomy, Melancholy, Gloominess";"うっき";"伯父は、鬱気で家でふさぎ込んでいる。";"My uncle's been home feeling melancholy.";"None";"鬱気";"鬱: 9, 気: 1"
"Gloomy, Melancholy, Gloominess";"うっき";"鬱気を吹き飛ばしてくれるような歌ですね。";"This song can really blow the gloom away.";"None";"鬱気";"鬱: 9, 気: 1"
"Gloomy, Melancholy, Gloominess";"うっき";"今日は鬱気が邪魔をして、日本語を勉強する気になれません。";"My depression's bothering me today and I can't get myself to study Japanese.";"None";"鬱気";"鬱: 9, 気: 1"
"All People, Everybody";"ばんにん";"このアクターは、万人に人気がある。";"That actor is popular with everyone.";"N1";"万人";"万: 2, 人: 1"
"All People, Everybody";"ばんにん";"セキセイインコのにおいって、万人受けするにおいらしい。";"I heard that everybody likes the smell of parakeets.";"N1";"万人";"万: 2, 人: 1"
"All People, Everybody";"ばんにん";"これは万人に共通の感想だろう。";"This seems to be the common impression among everybody.";"N1";"万人";"万: 2, 人: 1"
"Pupil";"どうこう";"いつ、どうして瞳孔の縮小と拡張が起きるのか、説明できますか？";"Can you explain when and why contraction and expansion of the pupil occurs?";"None";"瞳孔";"瞳: 9, 孔: 9"
"Eye Socket";"がんこう";"蒸しタオルで眼孔を覆うと気持ち良いですよ。";"It feels so good when you cover your eye sockets with a steamed towel.";"None";"眼孔";"眼: 5, 孔: 9"
"Sun, Three Point Zero Three Centimeters, Three Centimeters, Three Point Oh Three Centimeters";"すん";"1寸は1尺の10分の1で、約3.03センチです。";"1 sun is 1/10th of 1 shaku, which is approximately 3.03 centimeters.";"None";"寸";"寸: 6"
"Moment's Leisure, Free Minute";"すんか";"夫は、いつも寸暇を惜しんで働いています。";"My husband devotes every spare moment to working.";"None";"寸暇";"寸: 6, 暇: 9"
"Measurement, Size, Dimension";"すんぽう";"この寸法は正しいですか？";"Is this measurement correct?";"N2";"寸法";"寸: 6, 法: 4"
"On The Brink, On The Verge, Just In Front Of, Just Before";"すんぜん";"私の会社は破産寸前である。";"My company is on the verge of bankruptcy.";"None";"寸前";"寸: 6, 前: 2"
"To Let Go, To Set Free, To Let Escape";"にがす";"あの犯人を逃がすことはできない。";"We can’t let the criminal escape.";"N2";"逃がす";"逃: 9"
"To Let Go, To Set Free, To Let Escape";"にがす";"この施設に捕らえられている人質を逃がすために潜入しました。";"I've infiltrated this facility to set free the hostages who are being held here.";"N2";"逃がす";"逃: 9"
"To Let Go, To Set Free, To Let Escape";"にがす";"いいカモだったのに、逃がしちゃったね。";"He was a real stitting duck, but we let him go.";"N2";"逃がす";"逃: 9"
"Devil, Demon, Evil Spirit";"ま";"今は「魔の二歳児」ですからねー。";"It’s the terrible twos now, you know.";"None";"魔";"魔: 9"
"Clothes, Clothing, Garment";"いふく";"あなたが彼女の衣服を盗んだんですね。";"You stole your girlfriend’s clothes, didn’t you?";"N3";"衣服";"衣: 4, 服: 3"
"Edge, Rim, Brim";"ふち";"縁が無い眼鏡はありますか？";"Do you have any rimless glasses?";"N1";"縁";"縁: 9"
"Uncle";"おじ";"伯父は銀行員です。";"My uncle is a banker. ";"None";"伯父";"伯: 9, 父: 2"
"Small Build, Small Stature, Petite";"こがら";"その店では、一人の小柄なおばあさんが買い物をしていた。";"The short old woman did her shopping alone in the store.";"N1";"小柄";"小: 1, 柄: 9"
"Thunderbolt, Lightning, Bolt Of Lightning, Lightning Strike";"らくらい";"落雷が直撃したのに、奇跡的に無傷だった。";"Even though the thunderbolt was a direct hit, I was miraculously unhurt.";"None";"落雷";"落: 3, 雷: 9"
"To Burn, To Be Lighted, To Be Lit, To Be Burning";"ともる";"あの部屋に明かりが灯るのを見たんだ。";"I can see light burning in that room.";"None";"灯る";"灯: 4"
"To Be Transparent, To Be Clear, To Be See-through";"すきとおる";"彼女の手は透き通るほど白かった。";"Her hand was so white it was almost transparent.";"N2";"透き通る";"透: 9, 通: 2"
"To Be Transparent, To Be Clear, To Be See-through";"すきとおる";"水が透き通っていてきれい。";"The water is very clear and beautiful.";"N2";"透き通る";"透: 9, 通: 2"
"To Be Transparent, To Be Clear, To Be See-through";"すきとおる";"玉ねぎが透き通ってきたら肉を入れてください。";"Once the onions become transparent, add the meat.";"N2";"透き通る";"透: 9, 通: 2"
"Moderate, Handy, Convenient, Reasonable";"てごろ";"手頃な値段ですね。";"This is a reasonable price, isn’t it?";"N2";"手頃";"手: 1, 頃: 9"
"Innocence, Simple Mindedness, Innocent, Simple Minded, Naive";"むじゃき";"子供達は無邪気に笑い合っていた。";"The children laughed innocently.";"N1";"無邪気";"無: 4, 邪: 9, 気: 1"
"To Be Buried, To Be Surrounded, To Overflow, To Be Filled";"うまる";"カナダでは、十階建てのアパートが雪で埋まる。";"In Canada, ten story apartment buildings are being covered in snow.";"N1";"埋まる";"埋: 9"
"Part, A Part";"いちよく";"大きなプロジェクトの一翼を担えることになりました。";"I’ll handle part of the big project.";"None";"一翼";"一: 1, 翼: 9"
"Both Wings, Both Flanks";"りょうよく";"二遊間、外野の両翼のポジションはまだ空いています。";"A ball was hit between the second baseman and the shortstop, and both outfield positions are still vacant.";"None";"両翼";"両: 3, 翼: 9"
"To Shake, To Sway, To Tremble";"ゆらぐ";"それっぽっちのことで、気持ちが揺らぐんだ。";"So few things sway my feelings.";"N1";"揺らぐ";"揺: 9"
"Compensation, Consolation Money, Reparation, Settlement";"いしゃりょう";"慰謝料をよこせと脅されています。";"They’re threatening us to send compensation.";"None";"慰謝料";"慰: 9, 謝: 5, 料: 4"
"Cotton";"もめん";"木綿のハンカチをプレゼントしてもらいました。";"I got this cotton handkerchief as a present.";"N1";"木綿";"木: 1, 綿: 5"
"Section, Bunch";"ふさ";"葡萄を三房買ってきたわよ。";"I went to buy three bunches of grapes.";"None";"〜房";"房: 9"
"Reluctantly, Unwillingly";"しぶしぶ";"渋々自分がやったことを認めました。";"I reluctantly admitted to the things I did.";"None";"渋々";"渋: 9"
"Dew";"つゆ";"葉っぱの上に乗っている露を集めているんだ。";"I’m collecting dew that’s on the leaves.";"N1";"露";"露: 9"
"Amulet, Talisman";"おふだ";"どうしてここに御札をはっているんですか？";"Why did you put the talisman here?";"None";"御札";"御: 9, 札: 4"
"Amulet, Talisman";"おふだ";"これは、地元の神社でもらった御札です。";"This is an amulet that I got from the shrine in my hometown.";"None";"御札";"御: 9, 札: 4"
"Amulet, Talisman";"おふだ";"英語圏の国にも、御札ってあるんですか？";"Are there talismans in English-speaking countries, too?";"None";"御札";"御: 9, 札: 4"
"Spicy Taste, Dry Taste, Dry Tasting, Harsh";"からくち";"カレーはいつも、甘口、中辛、辛口、どれを買いますか？";"Which curry do you usually buy: mild, medium-hot, or spicy?";"None";"辛口";"辛: 9, 口: 1"
"Spicy Taste, Dry Taste, Dry Tasting, Harsh";"からくち";"庄司さんは、辛口の酒が好きです。";"Shoji likes dry sake.";"None";"辛口";"辛: 9, 口: 1"
"Spicy Taste, Dry Taste, Dry Tasting, Harsh";"からくち";"みんなは辛口コメントだったけど、私はこの映画好きだな。";"Everyone gave harsh comments, but I actually like this movie.";"None";"辛口";"辛: 9, 口: 1"
"Happily, Joyfully, Merrily";"きき";"子供ができればすぐ、嬉々として報告してくれるだろう。";"As soon as they get pregnant, they will happily let us know.";"None";"嬉々";"嬉: None"
"Happily, Joyfully, Merrily";"きき";"父は、久しぶりに旧友に会い、嬉々として近況を語り合った。";"My father saw his old friend for the first time in a long time and they happily caught up with each other.";"None";"嬉々";"嬉: None"
"Happily, Joyfully, Merrily";"きき";"コウイチが無事に帰ってきて、村には嬉々たる声が響いた。";"Koichi returned safely and the village was filled with joyful voices.";"None";"嬉々";"嬉: None"
"Glad, Happy, Joyful";"うれしい";"今日は何だか嬉しそうですね。";"You look happy today, for some reason.";"N3";"嬉しい";"嬉: None"
"Glad, Happy, Joyful";"うれしい";"百年前の今日、あなたが生まれてくれて嬉しかった。お誕生日おめでとう。";"When you were born one hundred years ago today, I was happy. Happy birthday.";"N3";"嬉しい";"嬉: None"
"Glad, Happy, Joyful";"うれしい";"最近、嬉しいことが全然ない。";"Nothing happy has happened to me lately.";"N3";"嬉しい";"嬉: None"
"Lie";"うそ";"嘘ですよね？";"It's not true, is it?";"N3";"嘘";"嘘: None"
"Lie";"うそ";"「嘘をつかない」は私のモットーです。";"My motto is, ""I will not tell a lie.""";"N3";"嘘";"嘘: None"
"Lie";"うそ";"宝くじで1億円当たったなんて、嘘の話みたいで信じられない！";"Saying you won 100 million yen in the lottery sounds like a lie, I can't believe that!";"N3";"嘘";"嘘: None"
"Liar";"うそつき";"ウソップは嘘吐きだ。";"Usopp is a liar.";"None";"嘘吐き";"嘘: None, 吐: 9"
"Liar";"うそつき";"フグ子ちゃん、大嘘つきの彼氏がいて、よくケンカするんだって。";"Apparently, Fuguko has a boyfriend who is a complete liar and they fight quite often.";"None";"嘘吐き";"嘘: None, 吐: 9"
"Liar";"うそつき";"その時代、嘘吐きは全員燃やされていた。";"In that era, all liars were to be burned.";"None";"嘘吐き";"嘘: None, 吐: 9"
"Kneecap";"ひざこぞう";"自転車で転んで、膝小僧が痛い。";"I fell off my bike and my kneecap hurts.";"None";"膝小僧";"膝: None, 小: 1, 僧: 9"
"Kneecap";"ひざこぞう";"最近、右の膝小僧にタトゥーを入れたんです。";"I recently got a tattoo on my right kneecap.";"None";"膝小僧";"膝: None, 小: 1, 僧: 9"
"Kneecap";"ひざこぞう";"膝小僧の調子はどうですか？";"How's your kneecap?";"None";"膝小僧";"膝: None, 小: 1, 僧: 9"
"False Accusations, False Charges, Baseless Accusations";"ぬれぎぬ";"僕がおならしたって？そんなの濡れ衣だよ。";"Are you saying I farted? That's a baseless accusation.";"None";"濡れ衣";"濡: None, 衣: 4"
"False Accusations, False Charges, Baseless Accusations";"ぬれぎぬ";"コウイチに濡れ衣を被せられた。";"Koichi accused me of something he was responsible for.";"None";"濡れ衣";"濡: None, 衣: 4"
"False Accusations, False Charges, Baseless Accusations";"ぬれぎぬ";"濡れ衣だったと信じてくれたのは、飼い犬だけだった。";"The only one who believed that it was a false accusation was my dog.";"None";"濡れ衣";"濡: None, 衣: 4"
"To Panic, To Hurry, To Rush, To Be Upset";"あわてる";"慌てないで、安全運転をお願いします。";"Please don't rush—just drive safely.";"N1";"慌てる";"慌: None"
"To Panic, To Hurry, To Rush, To Be Upset";"あわてる";"火事だと思い、慌てて水をかけたら、ただのロウソクだった。";"I panicked, thinking there was a fire, and threw some water, but it was just a candle.";"N1";"慌てる";"慌: None"
"To Panic, To Hurry, To Rush, To Be Upset";"あわてる";"慌てず、慎重にね。";"Don't hurry, do it carefully.";"N1";"慌てる";"慌: None"
"Panic, Scare";"きょうこう";"私が留守だった日、村は恐慌に包まれた。";"The village was consumed with panic on the day I wasn't there.";"None";"恐慌";"恐: 9, 慌: None"
"Panic, Scare";"きょうこう";"人生で二度もの経済恐慌を経験するとは思っていなかったよ。";"I wasn't expecting to experience two economic scares in my lifetime.";"None";"恐慌";"恐: 9, 慌: None"
"Panic, Scare";"きょうこう";"国全体が恐慌状態に陥った。";"The entire country flew into a panic.";"None";"恐慌";"恐: 9, 慌: None"
"Greeting, Salutation, Speech ";"あいさつ";"まだ小さいのに挨拶ができて良い子だね。";"You're such a good child for greeting people properly even though you're still so little.";"N3";"挨拶";"挨: None, 拶: None"
"Greeting, Salutation, Speech ";"あいさつ";"挨拶はコミュニケーションに欠かせない要素です。";"Greetings are an essential part of communication.";"N3";"挨拶";"挨: None, 拶: None"
"Greeting, Salutation, Speech ";"あいさつ";"近くにいたので、挨拶しに来ました。";"I was in the area, so I came by to say hi.";"N3";"挨拶";"挨: None, 拶: None"
"Amazing, Wonderful, Terrible, Awful";"すごい";"生後半年で話せるようになったなんて、凄い！";"It's amazing that he was able to speak half a year after he was born!";"N4";"凄い";"凄: None"
"Amazing, Wonderful, Terrible, Awful";"すごい";"雨、凄いですね。";"The rain is awful, isn't it?";"N4";"凄い";"凄: None"
"Amazing, Wonderful, Terrible, Awful";"すごい";"東大に受かったなんて、凄いじゃないですか！";"That's wonderful that you got accepted by Tokyo University!";"N4";"凄い";"凄: None"
"Awfully, Very, Immensely";"すごく";"ベトナムのコーヒー、凄く甘くて驚きました。";"Vietnamese coffee was very sweet. I was surprised!";"None";"凄く";"凄: None"
"Awfully, Very, Immensely";"すごく";"今日は、先生の気分が凄く悪くなったため授業が中止になった。";"The teacher's health condition got awfully bad today, so class was canceled.";"None";"凄く";"凄: None"
"Awfully, Very, Immensely";"すごく";"この長靴が凄く欲しいんだけど、Amazon Prime Nowでオーダーする価値あるかな？";"I want these rain boots so bad. Do you think ordering them from Amazon Prime Now is worth it?";"None";"凄く";"凄: None"
"Extremely Gruesome, Extremely Fierce, Extremely Violent";"せいぜつ";"殺人現場は凄絶だった。";"The murder scene was extremely gruesome.";"None";"凄絶";"凄: None, 絶: 5"
"Extremely Gruesome, Extremely Fierce, Extremely Violent";"せいぜつ";"私の祖母は戦争を経験し、凄絶な時代を生きました。";"My grandmother experienced a war and lived in an extremely fierce era.";"None";"凄絶";"凄: None, 絶: 5"
"Extremely Gruesome, Extremely Fierce, Extremely Violent";"せいぜつ";"たった今、世界の凄絶さを目にした気がした。";"I feel like I just saw the extreme violence of this world with my own eyes.";"None";"凄絶";"凄: None, 絶: 5"
"Fairy";"ようせい";"このチューリップの花の中には妖精が住んでいるんだ。";"There is a fairy living inside this tulip.";"None";"妖精";"妖: None, 精: 5"
"Fairy";"ようせい";"まさる君の親戚に妖精がいるなんて、知らなかったよ。";"Masaru, I didn't know you had relatives that were fairies.";"None";"妖精";"妖: None, 精: 5"
"Fairy";"ようせい";"この情報は、特に妖精にとって役立つものです。";"This piece of information is particularly useful for fairies.";"None";"妖精";"妖: None, 精: 5"
"Monster, Yokai";"ようかい";"妖怪さん、何か用かい？";"Hey, Mr. Yokai. You asked for me, what's up?";"None";"妖怪";"妖: None, 怪: 9"
"Monster, Yokai";"ようかい";"この妖怪はいつも半袖のTシャツを着ています。";"This yokai always wears a short-sleeved T-shirt.";"None";"妖怪";"妖: None, 怪: 9"
"Monster, Yokai";"ようかい";"妖怪の友達がいるなんて、羨ましい！";"You have a yokai friend? I'm jealous!";"None";"妖怪";"妖: None, 怪: 9"
"Enchanting, Charming, Mysterious";"あやしい";"彼女には妖しい美しさがある。";"She has an enchanting beauty.";"None";"妖しい";"妖: None"
"Enchanting, Charming, Mysterious";"あやしい";"その時、ジェニーの目から妖しい光が放たれた。";"At the time, Jenny's eyes emitted a mysterious light.";"None";"妖しい";"妖: None"
"Enchanting, Charming, Mysterious";"あやしい";"キャメロンは妖しい微笑みを浮かべてそこに立っていた。";"Cameron just stood there with a mysterious smile.";"None";"妖しい";"妖: None"
"To Kick, To Reject";"ける";"どっちの足で蹴ったの？";"Which leg did you kick with?";"N2";"蹴る";"蹴: None"
"To Kick, To Reject";"ける";"どうしてそのオファーを蹴っちゃったの？";"Why did you reject the offer?";"N2";"蹴る";"蹴: None"
"To Kick, To Reject";"ける";"妖怪が妖精を蹴ったのを見ました。";"I saw a yokai kick a fairy.";"N2";"蹴る";"蹴: None"
"To Kick, To Reject, To Flatly Reject, To Brush Aside, To Easily Beat";"いっしゅうする";"コウイチに告白したが一蹴された。";"I confessed my love to Koichi, but he totally rejected me.";"None";"一蹴する";"一: 1, 蹴: None"
"To Kick, To Reject, To Flatly Reject, To Brush Aside, To Easily Beat";"いっしゅうする";"ビエトは妖怪を一蹴した。";"Viet beat the yokai easily.";"None";"一蹴する";"一: 1, 蹴: None"
"To Kick, To Reject, To Flatly Reject, To Brush Aside, To Easily Beat";"いっしゅうする";"上司に休暇を申請したが一蹴された。";"I submitted a holiday request to my boss but it was flatly rejected.";"None";"一蹴する";"一: 1, 蹴: None"
"Fight, Quarrel, Argument";"けんか";"喧嘩しないでよ。";"Stop fighting!";"N3";"喧嘩";"喧: None, 嘩: None"
"Fight, Quarrel, Argument";"けんか";"妖精同士の喧嘩って、見たことある？";"Have you ever seen fairies fight?";"N3";"喧嘩";"喧: None, 嘩: None"
"Fight, Quarrel, Argument";"けんか";"夫婦喧嘩に第三者が口を挟んでくるなよ。";"As a third party, don't butt in our spousal argument!";"N3";"喧嘩";"喧: None, 嘩: None"
"Noisy, Picky";"やかましい";"「ああ、喧しい！だまれ！」";"""Ahh, so loud. Shut up!""";"N1";"喧しい";"喧: None"
"Noisy, Picky";"やかましい";"喧しくてワニカニに集中できない。";"It's so noisy I can't focus on WaniKani.";"N1";"喧しい";"喧: None"
"Noisy, Picky";"やかましい";"あいつは妖怪について喧しく質問してくるのでうざい。";"That dude bugs me with so many Yokai related questions, he's so annoying.";"N1";"喧しい";"喧: None"
"To Be Split, To Be Torn, To Burst Apart";"さける";"最近は毎朝、裂けるチーズを食べています。";"Lately, I've been eating cheese that can be split (AKA string cheese) every morning. ";"None";"裂ける";"裂: 9"
"To Be Split, To Be Torn, To Burst Apart";"さける";"ねえ、ケンイチ君。ジーンズの股が裂けてるよ。";"Hey, Kenichi. Your jeans are torn at the crotch.";"None";"裂ける";"裂: 9"
"To Be Split, To Be Torn, To Burst Apart";"さける";"悲しすぎて、心が裂けちゃいそうだよ。";"I'm so sad that my heart feels like it will burst apart.";"None";"裂ける";"裂: 9"
"To Be Diluted, To Be Diminished, To Become Weak";"うすまる";"効果が薄まるので、お酒と一緒には飲まないで下さい。";"Please don't take this with alcohol as its effectiveness will be diminished.";"None";"薄まる";"薄: 9"
"To Be Diluted, To Be Diminished, To Become Weak";"うすまる";"水で薄まったピンクの絵の具がパレットに残っていた。";"The pink paint, diluted with water, was left on the palette.";"None";"薄まる";"薄: 9"
"To Be Diluted, To Be Diminished, To Become Weak";"うすまる";"たった一つの発言でせっかくの手紙のありがたみが薄まった。";"With just one remark, the inherent value of the letter was diminished.";"None";"薄まる";"薄: 9"
"To Get Spilled, To Spill, To Fall Out, To Overflow";"こぼれる";"おならをした瞬間、目から涙が零れた。";"At the moment I farted, a teardrop fell out of my eyes.";"None";"零れる";"零: 9"
"To Get Spilled, To Spill, To Fall Out, To Overflow";"こぼれる";"ソファに紅茶が零れてるんだけど！誰が犯人だ？";"Someone spilled tea on the couch! Who's the guilty one?";"None";"零れる";"零: 9"
"To Get Spilled, To Spill, To Fall Out, To Overflow";"こぼれる";"窓から美しいメロディが零れてきた。";"A beautiful melody spilled out from the window.";"None";"零れる";"零: 9"
"To Be Cooked, To Be Boiled, To Be Done Cooking";"たける";"ご飯、炊けた？";"Is the rice done cooking?";"None";"炊ける";"炊: 9"
"To Be Cooked, To Be Boiled, To Be Done Cooking";"たける";"今晩はカレーライスじゃなくてカレースパゲッティ。コンセントを差し忘れて、ご飯が炊けてなかったんだ。";"Today's dinner is curry spaghetti, not curry rice. I forgot to put the plug in, so the rice isn't cooked.";"None";"炊ける";"炊: 9"
